Loyalty Number,Persona,CLV,Churn_Probability,Retention_Action,Flights_Last_12M,Recency_Flights,Net_Points_History,Tenure_Months,BDS_Score,Churn_Target,Churn_Type
608758,Active Leisure,3890.96,0.014936375,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,37077.0,59,0.40275563300592004,0,Active
599341,Active Leisure,3891.54,0.029583508,Seasonal Flight Promos & Partner Hotel Deals,36,1.0197368421052633,79378.0,31,0.18918796160177587,0,Active
333502,Active Leisure,3891.58,0.033370815,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,29244.0,51,0.3902195296271158,0,Active
403361,Loyal Champions,3895.03,0.10001815,VIP Lounge Access & Exclusive Partner Perks,8,3.0263157894736845,12611.0,8,0.35043859649122805,0,Active
543918,Active Leisure,3896.57,0.0032976072,Seasonal Flight Promos & Partner Hotel Deals,26,2.0065789473684212,49799.0,67,0.137737186900172,0,Active
806030,New Members (Onboarding),3903.47,0.9932573,Welcome Miles Bonus & First Flight Discount Voucher,0,24.0,0.0,1,1.0,1,Soft Churn
119200,Active Leisure,3903.8,0.026797347,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,26253.0,13,0.04021082938095071,0,Active
938981,Loyal Champions,5337.35,0.10744321,VIP Lounge Access & Exclusive Partner Perks,8,1.0197368421052633,13296.0,2,0.3169956140350877,0,Active
238119,Active Leisure,3906.67,0.002439255,Seasonal Flight Promos & Partner Hotel Deals,29,2.0065789473684212,52522.0,61,0.0712719298245614,0,Active
730388,Active Leisure,3907.03,0.0023067486,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,41947.0,73,0.4559687762287866,0,Active
127400,Loyal Champions,3914.72,0.024973186,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,22161.0,48,0.22916666666666669,0,Active
324557,Active Leisure,3914.72,0.0024681357,Seasonal Flight Promos & Partner Hotel Deals,20,2.0065789473684212,36168.0,64,0.25492643489162126,0,Active
742002,Loyal Champions,3915.8,0.029826503,VIP Lounge Access & Exclusive Partner Perks,12,2.0065789473684212,39601.0,25,0.33344298245614035,0,Active
536567,Active Leisure,3919.37,0.02746892,Seasonal Flight Promos & Partner Hotel Deals,36,1.0197368421052633,47573.0,25,0.029742324561403514,0,Active
704835,Active Leisure,3919.37,0.03245186,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,43236.0,21,0.11691337719298248,0,Active
823048,New Members (Onboarding),3919.37,0.9932573,Welcome Miles Bonus & First Flight Discount Voucher,0,24.0,0.0,1,1.0,1,Soft Churn
612905,Active Leisure,3920.51,0.021612588,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,39225.0,40,0.17312700709082288,0,Active
679908,Active Leisure,3921.02,0.019266628,Seasonal Flight Promos & Partner Hotel Deals,19,2.0065789473684212,48438.0,34,0.3080274671277131,0,Active
704150,Active Leisure,3921.02,0.030964669,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,37188.0,44,0.042077850877192985,0,Active
596179,Active Leisure,3933.81,0.02223064,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,68617.0,51,0.3169956140350877,0,Active
370450,Loyal Champions,3934.1,0.014044546,VIP Lounge Access & Exclusive Partner Perks,15,3.0263157894736845,25622.0,67,0.342142754316919,0,Active
501030,Active Leisure,3934.71,0.02018604,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,25299.0,15,0.3862382327770646,0,Active
878633,Corporate Flyers,3936.79,0.027987828,Double Miles on Business Routes & Business Class Upgrades,24,1.0197368421052633,44392.0,54,0.3169956140350877,0,Active
285938,Active Leisure,3939.01,0.024970155,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,46476.0,45,0.37657992755782377,0,Active
588237,Loyal Champions,3939.01,0.04345514,VIP Lounge Access & Exclusive Partner Perks,15,3.0263157894736845,23531.0,55,0.3917444577876076,0,Active
645280,Active Leisure,3939.01,0.028287861,Seasonal Flight Promos & Partner Hotel Deals,25,3.947368421052632,37662.0,66,0.4529605263157895,0,Active
124678,Corporate Flyers,3954.34,0.009485369,Double Miles on Business Routes & Business Class Upgrades,22,1.0197368421052633,50404.0,60,0.3659434600710424,0,Active
186015,Corporate Flyers,3954.34,0.02544475,Double Miles on Business Routes & Business Class Upgrades,21,1.0197368421052633,40324.0,33,0.4130328889830656,0,Active
589580,Corporate Flyers,3954.34,0.02761978,Double Miles on Business Routes & Business Class Upgrades,25,1.0197368421052633,65089.0,34,0.1141409274430244,0,Active
623688,Corporate Flyers,3954.34,0.021585071,Double Miles on Business Routes & Business Class Upgrades,20,1.0197368421052633,59928.0,25,0.06633771929824561,0,Active
386082,At-Risk Elites,5391.97,0.99299663,Priority Reactivation Concierge & Status Extension,0,24.0,0.0,3,1.0,1,Hard Churn
256147,Active Leisure,3958.0,0.015221422,Seasonal Flight Promos & Partner Hotel Deals,20,3.0263157894736845,47423.0,69,0.3105928687493045,0,Active
329382,Ghost Members,3961.59,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,70,1.0,1,Soft Churn
140392,Active Leisure,3963.39,0.017833833,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,25458.0,59,0.12924890350877194,0,Active
112522,Loyal Champions,5636.74,0.17765047,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,29988.0,4,0.3169956140350877,0,Active
230908,Corporate Flyers,3964.15,0.0023443266,Double Miles on Business Routes & Business Class Upgrades,25,1.0197368421052633,49087.0,73,0.25362342458836495,0,Active
972581,Loyal Champions,3964.53,0.029488696,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,22300.0,28,0.19923261284413893,0,Active
330694,Loyal Champions,6172.91,0.0777435,VIP Lounge Access & Exclusive Partner Perks,4,3.0263157894736845,14184.0,4,0.35043859649122805,0,Active
910875,Loyal Champions,3966.13,0.0023424213,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,33526.0,67,0.054824561403508776,0,Active
501704,Active Leisure,3974.86,0.002167169,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,26016.0,61,0.06633771929824561,0,Active
529098,Loyal Champions,3974.86,0.071849965,VIP Lounge Access & Exclusive Partner Perks,8,2.0065789473684212,10509.0,8,0.10827850877192982,0,Active
567875,Loyal Champions,3979.72,0.02306325,VIP Lounge Access & Exclusive Partner Perks,7,1.0197368421052633,11170.0,13,0.38784610642541895,0,Active
688524,Loyal Champions,3980.42,0.002605157,VIP Lounge Access & Exclusive Partner Perks,11,2.0065789473684212,22520.0,63,0.134059190593254,0,Active
269070,Active Leisure,3985.32,0.0020770244,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,45474.0,65,0.0591291095400123,0,Active
387705,Active Leisure,3985.32,0.002223022,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,48180.0,62,0.029742324561403514,0,Active
923293,Active Leisure,3985.55,0.05504666,Seasonal Flight Promos & Partner Hotel Deals,28,1.0197368421052633,45318.0,24,0.29225545411639053,0,Active
114835,Active Leisure,4001.52,0.029661696,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,27506.0,11,0.3169956140350877,0,Active
328936,Active Leisure,4005.72,0.02852802,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,39960.0,39,0.2974426186433826,0,Active
845864,Active Leisure,4013.85,0.0023639784,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,48613.0,62,0.15474232456140352,0,Active
645265,Loyal Champions,4013.95,0.00257821,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,30319.0,63,0.21211568256513696,0,Active
223587,Loyal Champions,4013.96,0.030041058,VIP Lounge Access & Exclusive Partner Perks,16,2.0065789473684212,26868.0,10,0.27226599336939095,0,Active
158560,Loyal Champions,4014.45,0.028608974,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,30438.0,30,0.042077850877192985,0,Active
417584,Active Leisure,4014.45,0.021853229,Seasonal Flight Promos & Partner Hotel Deals,24,2.0065789473684212,38055.0,49,0.3280299707602339,0,Active
472521,Loyal Champions,6265.34,0.23327608,Milestone Reward Points & Elite Tier Appreciation Gift,14,1.0197368421052633,24988.5,3,0.3169956140350877,0,Active
425854,Active Leisure,4016.13,0.045240548,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,47815.0,19,0.14199561403508773,0,Active
695855,Loyal Champions,4019.38,0.0025093309,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,28226.0,62,0.20490679824561406,0,Active
699511,Loyal Champions,4019.38,0.9876665,Milestone Reward Points & Elite Tier Appreciation Gift,15,3.947368421052632,37005.0,47,0.6657894736842105,1,Soft Churn
377322,Active Leisure,4023.81,0.03197942,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,68190.0,25,0.04763320920982206,0,Active
511053,Loyal Champions,4023.81,0.035725832,VIP Lounge Access & Exclusive Partner Perks,9,3.0263157894736845,26734.0,39,0.227533942363505,0,Active
890753,Loyal Champions,4025.1,0.039609052,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,14791.0,9,0.0918311403508772,0,Active
796670,Active Leisure,4035.68,0.038035728,Seasonal Flight Promos & Partner Hotel Deals,26,2.0065789473684212,56982.0,52,0.09476376596815073,0,Active
556136,Active Leisure,4035.77,0.060294397,Seasonal Flight Promos & Partner Hotel Deals,18,3.0263157894736845,23024.0,17,0.2913654418458317,0,Active
513081,Loyal Champions,4037.5,0.08936832,VIP Lounge Access & Exclusive Partner Perks,12,3.947368421052632,26576.0,31,0.4529605263157895,0,Active
930718,Active Leisure,4037.55,0.035707824,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,40421.0,35,0.10416666666666666,0,Active
235872,Active Leisure,4046.94,0.009073694,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,44262.0,63,0.29690422719524523,0,Active
295147,Active Leisure,4048.16,0.033958316,Seasonal Flight Promos & Partner Hotel Deals,17,3.947368421052632,26154.0,13,0.46570723684210524,0,Active
306110,Loyal Champions,4053.37,0.0024223318,VIP Lounge Access & Exclusive Partner Perks,10,2.0065789473684212,19983.0,61,0.1835252192982456,0,Active
295217,Loyal Champions,4059.57,0.030868456,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,34848.0,24,0.0790844298245614,0,Active
967300,Loyal Champions,6364.9,0.16843778,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,43884.0,3,0.3169956140350877,1,Hard Churn
591731,Active Leisure,4064.18,0.023089904,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,50497.0,57,0.15474232456140352,0,Active
326905,Active Leisure,4068.09,0.025394432,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,36375.0,16,0.36523625737939225,0,Active
375511,Active Leisure,4070.05,0.025636928,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,40263.0,47,0.2301691296157816,0,Active
485283,Loyal Champions,4072.85,0.035178762,VIP Lounge Access & Exclusive Partner Perks,6,1.0197368421052633,12522.0,9,0.029742324561403514,0,Active
920716,Loyal Champions,7098.91,0.14145868,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,32112.0,2,0.3169956140350877,0,Active
797685,Loyal Champions,4079.13,0.025464628,VIP Lounge Access & Exclusive Partner Perks,12,3.0263157894736845,13963.0,12,0.34972064688903526,0,Active
216467,Active Leisure,4083.56,0.01670663,Seasonal Flight Promos & Partner Hotel Deals,17,3.0263157894736845,26008.0,47,0.3263081661226512,0,Active
539673,Loyal Champions,4087.51,0.07474831,VIP Lounge Access & Exclusive Partner Perks,15,3.947368421052632,36929.0,40,0.46570723684210524,1,Hard Churn
746226,At-Risk Elites,4089.04,0.9932573,Priority Reactivation Concierge & Status Extension,0,24.0,0.0,5,1.0,1,Soft Churn
484718,Active Leisure,4089.46,0.0022450853,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,42744.0,72,0.17587936755979394,0,Active
528492,Active Leisure,4090.75,0.023059951,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,66707.0,36,0.20300977845984336,1,Hard Churn
995091,Loyal Champions,4095.2,0.038996372,VIP Lounge Access & Exclusive Partner Perks,4,1.0197368421052633,6677.0,9,0.054824561403508776,0,Active
632793,Active Leisure,4097.37,0.031655427,Seasonal Flight Promos & Partner Hotel Deals,18,2.0065789473684212,21125.0,24,0.2961329099967035,0,Active
382197,Loyal Champions,4100.47,0.1424943,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,23289.0,8,0.054824561403508776,1,Hard Churn
705196,Active Leisure,4101.94,0.031169036,Seasonal Flight Promos & Partner Hotel Deals,25,1.0197368421052633,61397.0,55,0.06907074859373105,0,Active
123094,Loyal Champions,4103.85,0.07712147,VIP Lounge Access & Exclusive Partner Perks,7,1.0197368421052633,9966.0,5,0.06633771929824561,0,Active
366540,Loyal Champions,7288.88,0.98641056,Milestone Reward Points & Elite Tier Appreciation Gift,2,3.947368421052632,7308.0,3,0.6657894736842105,1,Soft Churn
119488,Active Leisure,4108.26,0.03314958,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,31244.0,12,0.3169956140350877,0,Active
287750,Active Leisure,4109.31,0.0024234683,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,37554.0,70,0.16707785087719298,0,Active
735846,Loyal Champions,4109.79,0.0022318603,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,13881.0,70,0.029742324561403514,0,Active
606026,Active Leisure,4110.62,0.030434033,Seasonal Flight Promos & Partner Hotel Deals,30,1.0197368421052633,53076.0,35,0.042077850877192985,0,Active
460291,Loyal Champions,4111.2,0.029913824,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,46721.0,33,0.3169956140350877,0,Active
743001,Loyal Champions,4111.89,0.024836803,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,17876.0,13,0.18117921632657374,0,Active
869799,Active Leisure,4111.89,0.030051244,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,28030.0,39,0.3169956140350877,0,Active
279419,Active Leisure,4117.37,0.022565551,Seasonal Flight Promos & Partner Hotel Deals,40,2.0065789473684212,79809.0,59,0.25665236018529575,0,Active
170585,Loyal Champions,4118.59,0.022377467,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,33115.0,58,0.12924890350877194,0,Active
188340,Active Leisure,4118.59,0.013831234,Seasonal Flight Promos & Partner Hotel Deals,24,2.0065789473684212,27534.0,14,0.32153511464956613,0,Active
670817,Loyal Champions,4118.59,0.026917018,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,37682.0,18,0.31074065835757125,0,Active
509513,Active Leisure,4121.25,0.0027627728,Seasonal Flight Promos & Partner Hotel Deals,27,2.0065789473684212,60950.0,66,0.27030294991511034,0,Active
779247,Active Leisure,4122.57,0.0024602858,Seasonal Flight Promos & Partner Hotel Deals,30,1.0197368421052633,39942.0,69,0.056317106253009536,0,Active
111255,Active Leisure,4122.96,0.0023901637,Seasonal Flight Promos & Partner Hotel Deals,34,1.0197368421052633,46586.0,63,0.37080822955094,0,Active
763061,Loyal Champions,4126.61,0.023970965,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,27900.0,50,0.20490679824561406,0,Active
766335,Loyal Champions,7482.49,0.19256991,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,46476.0,4,0.3169956140350877,0,Active
428919,Active Leisure,4139.9,0.026378196,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,44726.0,35,0.3169956140350877,0,Active
139863,Loyal Champions,4142.56,0.02636904,VIP Lounge Access & Exclusive Partner Perks,16,2.0065789473684212,38777.0,32,0.21419364225717186,0,Active
695755,Ghost Members,4144.87,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,74,1.0,1,Soft Churn
355331,Active Leisure,4145.02,0.01637648,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,55157.0,59,0.10416666666666666,0,Active
578837,Loyal Champions,4152.65,0.012081289,VIP Lounge Access & Exclusive Partner Perks,13,2.0065789473684212,31509.0,73,0.2974851510970521,0,Active
467182,Loyal Champions,4160.02,0.015787162,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,40677.0,54,0.029742324561403514,1,Hard Churn
601407,Loyal Champions,4165.17,0.030760176,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,28242.0,33,0.3169956140350877,0,Active
700871,Loyal Champions,4165.25,0.84329665,Milestone Reward Points & Elite Tier Appreciation Gift,18,3.0263157894736845,33733.0,30,0.5570704502771289,1,Soft Churn
203809,Ghost Members,4165.35,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,71,1.0,1,Soft Churn
705589,Active Leisure,4165.99,0.017959177,Seasonal Flight Promos & Partner Hotel Deals,23,3.0263157894736845,52078.0,73,0.43285782182969257,0,Active
746060,Active Leisure,4167.09,0.8038977,Discounted Vacation Packages & Point Redemption Bonus,25,3.0263157894736845,43081.0,50,0.452256996661025,0,Active
469718,Loyal Champions,4167.42,0.013081579,VIP Lounge Access & Exclusive Partner Perks,15,3.947368421052632,23004.0,65,0.440625,0,Active
164429,Active Leisure,4169.36,0.0029578607,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,38995.0,69,0.1945486752951057,0,Active
708373,Active Leisure,4169.36,0.030044483,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,34207.0,15,0.3169956140350877,0,Active
225088,Active Leisure,4170.34,0.037222296,Seasonal Flight Promos & Partner Hotel Deals,25,1.0197368421052633,41039.0,33,0.3169956140350877,0,Active
100214,Loyal Champions,4170.57,0.018998634,VIP Lounge Access & Exclusive Partner Perks,9,3.0263157894736845,18888.0,34,0.3213798666353558,0,Active
459999,Loyal Champions,4170.69,0.045810837,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,14234.0,9,0.029742324561403514,0,Active
268128,Active Leisure,4177.88,0.002438711,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,51766.0,65,0.17982456140350878,0,Active
930584,Active Leisure,4185.76,0.039309204,Seasonal Flight Promos & Partner Hotel Deals,28,1.0197368421052633,37864.0,35,0.20490679824561406,0,Active
327796,Loyal Champions,4191.06,0.041377436,VIP Lounge Access & Exclusive Partner Perks,9,2.0065789473684212,18221.0,12,0.14614954057129542,0,Active
947467,Active Leisure,4196.43,0.019470394,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,36609.0,40,0.09391560164597319,0,Active
743510,Loyal Champions,4196.65,0.036520485,VIP Lounge Access & Exclusive Partner Perks,8,3.0263157894736845,19365.0,25,0.08826754385964913,0,Active
580324,Loyal Champions,4198.03,0.008843755,VIP Lounge Access & Exclusive Partner Perks,9,1.0197368421052633,22622.0,60,0.2444739984752436,0,Active
645919,Loyal Champions,7484.31,0.12758987,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,27144.0,3,0.3169956140350877,0,Active
423324,Loyal Champions,4200.37,0.13019232,VIP Lounge Access & Exclusive Partner Perks,7,2.0065789473684212,5696.0,6,0.36504410605164594,0,Active
101945,Active Leisure,4202.66,0.02056224,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,45304.0,55,0.04542679098775945,0,Active
713636,Active Leisure,4212.8,0.03194483,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,39295.0,46,0.3169956140350877,0,Active
302509,Loyal Champions,4213.92,0.9865714,Milestone Reward Points & Elite Tier Appreciation Gift,12,3.947368421052632,20197.0,15,0.6657894736842105,1,Soft Churn
789421,Active Leisure,4217.86,0.033158995,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,36009.0,19,0.3169956140350877,0,Active
675879,Loyal Champions,8000.55,0.24806577,Milestone Reward Points & Elite Tier Appreciation Gift,15,1.0197368421052633,29195.0,4,0.054824561403508776,0,Active
404426,Loyal Champions,4223.27,0.016009958,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,24265.0,45,0.2038444954919176,0,Active
827194,Loyal Champions,8255.76,0.06885184,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,20180.0,3,0.029742324561403514,0,Active
438023,Loyal Champions,4228.73,0.0030861,VIP Lounge Access & Exclusive Partner Perks,5,2.0065789473684212,20334.0,65,0.33344298245614035,0,Active
397518,Loyal Champions,4235.18,0.10702191,VIP Lounge Access & Exclusive Partner Perks,7,1.0197368421052633,16291.0,5,0.3169956140350877,1,Hard Churn
872932,Active Leisure,4236.3,0.027457943,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,34267.0,39,0.10416666666666666,0,Active
407945,Active Leisure,4236.47,0.0022831582,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,59101.0,66,0.304923953960056,0,Active
211714,Active Leisure,4236.84,0.028822236,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,46927.0,36,0.10416666666666666,0,Active
410982,Active Leisure,4237.37,0.037208438,Seasonal Flight Promos & Partner Hotel Deals,25,3.0263157894736845,44389.0,16,0.10119619571756704,0,Active
905213,Loyal Champions,4237.37,0.01929508,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,27068.0,32,0.23912314595788214,0,Active
147898,Loyal Champions,4241.64,0.0026097156,VIP Lounge Access & Exclusive Partner Perks,15,2.0065789473684212,38724.0,70,0.10827850877192982,0,Active
530105,Loyal Champions,4242.69,0.116060294,VIP Lounge Access & Exclusive Partner Perks,9,1.0197368421052633,11638.0,7,0.054824561403508776,1,Hard Churn
610946,Active Leisure,4244.47,0.028718168,Seasonal Flight Promos & Partner Hotel Deals,22,2.0065789473684212,35380.0,18,0.09553179824561403,0,Active
383108,Active Leisure,4247.68,0.0024723269,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,30118.0,72,0.3169956140350877,0,Active
836343,Active Leisure,4247.68,0.029658046,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,31463.0,14,0.3169870313255032,0,Active
110262,Active Leisure,9427.68,0.1644483,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,45834.0,4,0.042077850877192985,0,Active
585357,Active Leisure,4250.28,0.036005743,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,53624.0,20,0.042077850877192985,0,Active
784804,Loyal Champions,4250.28,0.028891437,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,18406.0,34,0.3169956140350877,0,Active
719633,Ghost Members,4250.78,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,18,1.0,1,Soft Churn
715764,Loyal Champions,4253.28,0.026533011,VIP Lounge Access & Exclusive Partner Perks,11,2.0065789473684212,27424.0,22,0.21477690687353745,0,Active
753473,Active Leisure,4254.62,0.04378262,Seasonal Flight Promos & Partner Hotel Deals,26,3.0263157894736845,45310.0,59,0.4785540047171335,0,Active
980856,Loyal Champions,4254.62,0.9687247,Milestone Reward Points & Elite Tier Appreciation Gift,20,1.0197368421052633,49266.0,40,0.5785535904565173,1,Soft Churn
271660,Loyal Champions,4270.03,0.030043704,VIP Lounge Access & Exclusive Partner Perks,9,1.0197368421052633,22981.0,38,0.3169956140350877,0,Active
342980,Loyal Champions,19480.5,0.08692207,VIP Lounge Access & Exclusive Partner Perks,6,1.0197368421052633,17442.0,4,0.3169956140350877,0,Active
830547,New Members (Onboarding),4271.2,0.9932573,Welcome Miles Bonus & First Flight Discount Voucher,0,24.0,0.0,1,1.0,1,Soft Churn
